distance-to-activities-coefficient;distance-to-centre-coefficient;density-coefficient;distance-to-roads-coefficient;eval-density;spatial-autocorrelation-index;eval-speed;eval-density;eval-activities
1;1;1;1;0.19892037873741483;0.09998709470974913;0.6600822311582324;0.1989203787374148;4.649856099375712
1;1;1;1;0.20785007478588285;0.42864336573033823;0.598731529235385;0.20785007478588285;5.47628280871182
1;1;1;1;0.16903716834561497;0.13885207251674933;0.5996353335057786;0.169037168345615;4.727847411677615
1;1;1;1;0.21227470724536573;0.07647968597879115;0.6860352145319555;0.21227470724536573;4.87792983375203
1;1;1;1;0.18615934765202155;0.3140732112597643;0.6475401559387624;0.18615934765202158;5.324991189140278
1;1;1;1;0.15542358945726503;0.11541262721746566;0.5539867496825698;0.15542358945726503;5.454859542581311
1;1;1;1;0.2056248858015821;0.10658239028661978;0.6321666415227434;0.20562488580158206;5.492087779069678
1;1;1;1;0.1916256964203849;0.08760811003341852;0.6803107133429314;0.19162569642038493;5.157813586893669
1;1;1;1;0.16399091817407369;0.059414382682368046;0.6737332897451416;0.16399091817407369;5.105374896601214
1;1;1;1;0.15734206022787242;0.11115111130692004;0.5642699489089378;0.15734206022787242;3.773146089334279
1;1;1;1;0.18287871794914737;0.09659319870486519;0.6074972493213724;0.1828787179491474;4.492499420282596
1;1;1;1;0.1542995966134819;0.3396508965648219;0.6042430605995717;0.15429959661348192;5.057334650232088
1;1;1;1;0.19135533793867948;0.8575227929231685;0.5858643792033726;0.19135533793867948;5.353921773965698
1;1;1;1;0.18063801399809315;0.0763231638917603;0.5980127316064296;0.1806380139980932;4.104783313188224
1;1;1;1;0.18516768361641192;0.2998682369773345;0.6034780025974064;0.1851676836164119;4.043544499449058
1;1;1;1;0.1479979022380587;0.12481904894968916;0.593901837195305;0.14799790223805867;4.177954716924143
1;1;1;1;0.1847466872110475;0.057414066509999535;0.6195784037592132;0.18474668721104748;4.077213693808188
1;1;1;1;0.22538686244279302;0.6683609460060645;0.7450832620133337;0.225386862442793;5.553446432705538
1;1;1;1;0.22633312456054383;0.5804550736657881;0.7096053337546782;0.2263331245605438;5.456850047971425
1;1;1;1;0.20797308652615515;0.7903033122779125;0.5842264744752359;0.20797308652615515;5.2667317274317
1;1;1;1;0.21805514408120752;0.10795991699402853;0.6332671458680976;0.21805514408120763;5.014649105995826
1;1;1;1;0.20871966357944674;0.06776787628301538;0.596950499075171;0.2087196635794467;4.875852913031805
1;1;1;1;0.2134311342842693;0.5358470488451432;0.6387470575617178;0.21343113428426924;5.484504959855909
1;1;1;1;0.1933018604014453;0.06912096306831753;0.6430789460372721;0.19330186040144529;4.7956185055090375
1;1;1;1;0.2087324898235297;0.04752368055918913;0.7215494945634839;0.20873248982352968;4.651064210928182
1;1;1;1;0.1608051449783389;0.23133680073683752;0.6441386278740291;0.16080514497833884;4.816929736775741
1;1;1;1;0.20568806300089904;0.09653513901941614;0.5788730362261526;0.2056880630008991;4.827727637701956
1;1;1;1;0.1916325160901763;0.11623066091575274;0.6836747560640447;0.19163251609017629;4.875697969047536
1;1;1;1;0.17953912311740056;0.0775350450755052;0.6317670072663009;0.17953912311740064;4.841251149062645
1;1;1;1;0.1984656173848532;0.08620350774330528;0.6878151918816386;0.1984656173848532;6.570831535384419
1;1;1;1;0.1794322083406223;0.1444422647775512;0.7257744078885088;0.1794322083406223;5.087292946915614
1;1;1;1;0.15792089146525184;0.052005933391122854;0.6136343700979324;0.15792089146525187;4.504850157636747
1;1;1;1;0.14579814433265278;0.0921405440742412;0.5922291927142714;0.1457981443326528;4.606981443327305
1;1;1;1;0.18445869301893858;0.14835966160171368;0.5440966970887173;0.18445869301893858;4.5897566134782855
1;1;1;1;0.2215343618553753;0.6860649979437724;0.7000133441777031;0.22153436185537537;5.062179549702323
1;1;1;1;0.18584460137973474;0.062370645175596054;0.5963045004031329;0.1858446013797348;4.530719571825067
1;1;1;1;0.14193153569489203;0.19198582939540518;0.6595814390067681;0.14193153569489209;5.196529743401745
1;1;1;1;0.17590605967151504;0.12769437940647488;0.5539328411086434;0.175906059671515;3.6960834268514757
1;1;1;1;0.18934257398208645;0.06543977122748078;0.7377976119929464;0.18934257398208637;5.070660315553666
1;1;1;1;0.16393693902835488;0.4577065284650976;0.5996722837992153;0.16393693902835488;5.439228201893211
1;1;1;1;0.2205628510778586;0.4134647884200319;0.6110497418906824;0.2205628510778586;5.461202105957336
1;1;1;1;0.17370922703559855;0.09840087125059821;0.6046035473087179;0.17370922703559855;4.5895342460071005
1;1;1;1;0.2110620451665331;0.06923249287180769;0.6940442016041569;0.21106204516653312;5.095012790884078
1;1;1;1;0.18945962152205245;0.47466558628212246;0.6480257781105201;0.18945962152205242;5.09959004338309
1;1;1;1;0.21236239061423898;0.4710814140972324;0.6683628993259634;0.21236239061423895;5.471024676418043
1;1;1;1;0.18986101511172568;0.7284445938461142;0.723622963153351;0.18986101511172573;5.10004760039428
1;1;1;1;0.18535666899266878;0.043845694555304876;0.6710381156516164;0.18535666899266873;4.678147135463813
1;1;1;1;0.21660957769115352;0.2758559492213161;0.5992855559045048;0.21660957769115363;3.978962801188697
1;1;1;1;0.17729287811829772;0.7017777238989581;0.6228551442851157;0.17729287811829772;4.847248514347207
1;1;1;1;0.18341711961433066;0.7689669337832865;0.6504906972166153;0.18341711961433066;5.46460258963095
1;1;1;1;0.1895749022876469;0.3356496065514044;0.6428743673644831;0.1895749022876469;5.1331155092209695
1;1;1;1;0.1753975488237034;0.14424995749249855;0.4840230561787245;0.17539754882370343;4.264375110727337
1;1;1;1;0.1846656951989751;0.3065452766021047;0.5954385133249949;0.18466569519897508;5.562743371285541
1;1;1;1;0.18835227659524337;0.3412215387681176;0.6661129138556041;0.18835227659524337;4.598973521338071
1;1;1;1;0.1851320207418586;0.15947380547487128;0.6315569125551054;0.18513202074185864;5.060286869209578
1;1;1;1;0.18689665247168996;0.6413797152464489;0.6644929438718148;0.18689665247168996;5.738697283239227
1;1;1;1;0.20351217090480084;0.06356110794981504;0.6330054002006433;0.20351217090480078;4.525337723921894
1;1;1;1;0.18922726476775403;0.5486820778635336;0.5922987837934482;0.1892272647677541;5.216414360190967
1;1;1;1;0.16761565351212462;0.11904771557986674;0.6581845641101888;0.16761565351212465;5.24191670747357
1;1;1;1;0.18802382201773762;0.9377006447912645;0.5105203196972897;0.18802382201773768;4.059734867653251
1;1;1;1;0.2427299072387699;0.07235263871718306;0.6919803554597004;0.24272990723876986;4.876111291952088
1;1;1;1;0.21210327278030083;0.12130565809075639;0.6793135684908572;0.21210327278030083;3.821816629161149
1;1;1;1;0.2204084356177833;0.10954723903655333;0.68039574728916;0.22040843561778328;5.075738146117901
1;1;1;1;0.15760136721496665;0.16405859319062732;0.5918582334761755;0.15760136721496668;4.4011216010750855
1;1;1;1;0.19707093671112677;0.18272619244702915;0.6240101454579244;0.19707093671112674;5.269674529535596
1;1;1;1;0.16680374367596304;0.06870267374618433;0.6442235820403006;0.16680374367596307;4.469169712628052
1;1;1;1;0.18772032286543716;0.7052431863666807;0.6426385955529537;0.18772032286543713;5.608899958587257
1;1;1;1;0.1724284029312394;0.8932381756417028;0.5864142435466705;0.17242840293123937;4.752909507673852
1;1;1;1;0.19819649772422154;0.15274287585821944;0.6717967725631184;0.19819649772422157;4.411426626609311
1;1;1;1;0.1921957689106689;0.10210118330486256;0.6536949893051779;0.19219576891066892;5.043972486712069
1;1;1;1;0.2053178896531922;0.11804361879544029;0.5924757464554287;0.2053178896531921;4.415471359687111
1;1;1;1;0.1980268307700817;0.08872366858922084;0.7131040901502169;0.19802683077008176;5.142821613792155
1;1;1;1;0.20410374468814899;0.6439650561416993;0.6464694960284141;0.20410374468814899;4.309393665658416
1;1;1;1;0.16521364783102468;0.07161515358740592;0.6815295781519184;0.16521364783102466;4.674724531954864
1;1;1;1;0.21172443842048866;0.11268458740008544;0.6510427807212522;0.2117244384204887;5.1096536999829105
1;1;1;1;0.18229064838793868;0.9232329813875345;0.6295017442741765;0.18229064838793874;5.341038359098237
1;1;1;1;0.1990582152923343;0.49472420309402204;0.6432112756063688;0.19905821529233433;5.7886046719201065
1;1;1;1;0.23487319408666937;0.3042849013975441;0.6856407659429835;0.23487319408666935;4.84669467608505
1;1;1;1;0.21621227447056504;0.1548438625727246;0.676562741795528;0.21621227447056507;4.876435668131792
1;1;1;1;0.18974105026819366;0.14724085272261248;0.6601875865792103;0.18974105026819355;5.506661398718399
1;1;1;1;0.14596147501719958;0.2019369217934532;0.566807751430218;0.14596147501719958;4.740855488019501
1;1;1;1;0.1659165503694502;0.8843292124338072;0.588093220872911;0.16591655036945016;4.90119506477954
1;1;1;1;0.1733365305086005;0.820091190161112;0.5926657881253619;0.1733365305086005;4.694707675827752
1;1;1;1;0.18040364899093406;0.049546440871459235;0.6588376614656584;0.1804036489909341;4.269742676444633
1;1;1;1;0.27988902690601714;0.43718338671013807;0.7002622100584275;0.27988902690601714;4.8341907200894125
1;1;1;1;0.21749219547381554;0.9240624901887273;0.688888622070033;0.2174921954738156;4.34410131573409
1;1;1;1;0.19626432060342314;0.4156307177826354;0.6726930206549935;0.19626432060342314;4.640942602998418
1;1;1;1;0.230451815454123;0.08229029059198849;0.6709224102006509;0.23045181545412288;5.464554013382019
1;1;1;1;0.209664635250409;0.14817929193815468;0.6829529357070635;0.20966463525040901;6.111081477746636
1;1;1;1;0.1810624988934701;0.7918205389932822;0.6277517089500851;0.1810624988934701;5.7101587681579105
1;1;1;1;0.18089018185549313;0.08968938627244351;0.6748909774174421;0.18089018185549316;5.023859258767343
1;1;1;1;0.18209710804249074;0.9236671817247135;0.6120529937501084;0.18209710804249074;4.226897240898816
1;1;1;1;0.20061465050889937;0.057341098487708006;0.6821319545411844;0.20061465050889926;5.101500406794585
1;1;1;1;0.20379562795778078;0.1594620443502715;0.6634908144850319;0.20379562795778083;5.243497904509012
1;1;1;1;0.18414100839168537;0.04207434744414368;0.6347625240454476;0.18414100839168532;4.53700100475476
1;1;1;1;0.18894446528452874;0.06138522398086561;0.6848812041444555;0.18894446528452877;5.2473573271486575
1;1;1;1;0.20502619962337065;0.21954861147584498;0.6695977097248235;0.20502619962337065;5.141612398107002
1;1;1;1;0.2228051594432149;0.36975933396800054;0.6677440739788204;0.22280515944321497;5.175509226264227
1;1;1;1;0.21695374342168483;0.3559523329761656;0.6711956905567316;0.21695374342168486;6.005705317877304
1;1;1;1;0.17218160123556772;0.6413153395970475;0.6023487255373686;0.17218160123556778;4.943389212913467
1;1;1;1;0.16701384220556248;0.06642800844900175;0.6292770885967337;0.16701384220556245;5.276096034246973
1;1;1;1;0.21269394330447128;0.036404983708041516;0.713409060426762;0.21269394330447133;4.669925658072019
1;1;1;1;0.20897507027842965;0.18196083699717316;0.6941360618872681;0.20897507027842965;5.285559798917443
1;1;1;1;0.21210605392549028;0.09771515456520431;0.6374765186205902;0.2121060539254903;5.0199352646229265
1;1;1;1;0.23878814428535505;0.490391226056824;0.6276812970911011;0.23878814428535508;5.104975424405995
1;1;1;1;0.24280080781437124;0.11822753411370288;0.7039696432198417;0.24280080781437133;5.079942296588987
1;1;1;1;0.19755137308926912;0.25774101543986694;0.6815170576693155;0.19755137308926912;4.851421731924011
1;1;1;1;0.1511817317040933;0.07479538473154218;0.6756581337562708;0.1511817317040933;4.951712915608745
1;1;1;1;0.22143174895462858;0.06943291454367896;0.6734840460017518;0.22143174895462853;5.010284806987968
1;1;1;1;0.16744438319330154;0.10185621546818302;0.6716842549446295;0.16744438319330154;4.693818126848439
1;1;1;1;0.19172649694303162;0.05178122617122812;0.7052806513873563;0.19172649694303162;4.743028008337695
1;1;1;1;0.15314575659388968;0.3652943295455708;0.6310811795455619;0.15314575659388965;4.239587037443062
1;1;1;1;0.17067629751875685;0.12569946529799486;0.5763101600881508;0.17067629751875685;4.371694299457207
1;1;1;1;0.18008735596834768;0.6872208507997795;0.6637992757605615;0.18008735596834766;4.2855156361630025
1;1;1;1;0.18139085573615546;0.24105437454418743;0.6024762690512389;0.18139085573615554;4.13872364039794
1;1;1;1;0.21405658355414206;0.08884822874022079;0.664718577985491;0.2140565835541421;4.997911782112313
1;1;1;1;0.17808829440450052;0.04970526186848728;0.6575041281669605;0.17808829440450058;4.332654120397942
1;1;1;1;0.1863370525618916;0.1051163848305878;0.6266779517830863;0.18633705256189156;4.546824452672919
1;1;1;1;0.20468521588200966;0.14971318697256658;0.5814282908788396;0.20468521588200966;6.64124071378542
1;1;1;1;0.1456689627932991;0.09246017538488831;0.6577222661546233;0.14566896279329913;4.8325294848895775
1;1;1;1;0.15486427815259926;0.06134005768660062;0.7330790756206569;0.1548642781525992;5.058498823118787
1;1;1;1;0.19479747589467786;0.1274489955597462;0.5754882220176767;0.19479747589467789;4.253921002299964
1;1;1;1;0.16319203155720835;0.8622048224480063;0.7032445115217623;0.16319203155720835;4.764159812160603
1;1;1;1;0.19652772526459616;0.07055463512529707;0.6544402607623172;0.19652772526459616;4.310130726568657
1;1;1;1;0.1827515965651224;0.09385887419520178;0.6049206131176923;0.18275159656512246;5.284435370925918
1;1;1;1;0.1930361616835787;0.6961943271118336;0.6665473073210147;0.19303616168357862;4.8889247593217116
1;1;1;1;0.22217217639761672;0.4620356345036525;0.6506894323122576;0.22217217639761666;4.386724287603056
1;1;1;1;0.18665372129691193;0.07317052648092445;0.6311297825477593;0.18665372129691196;4.216894240833735
1;1;1;1;0.17031698145574636;0.07050368077477388;0.6625719934445798;0.1703169814557464;4.431475521393582
1;1;1;1;0.2187789430449061;0.04126881427363023;0.7069894214733975;0.21877894304490614;5.113444950864745
1;1;1;1;0.19708896066048032;0.7484224781121096;0.6714467911167792;0.19708896066048034;4.366628987217666
1;1;1;1;0.16726474984521555;0.11944906412553699;0.5881616052015674;0.16726474984521555;4.565807518160747
1;1;1;1;0.23148821665867186;0.8533417875528526;0.756527881734522;0.2314882166586719;5.2434810589592535
1;1;1;1;0.2120991001247265;0.7678328484285314;0.6584338953449244;0.21209910012472655;4.768198935262052
1;1;1;1;0.1818617591144926;0.06267155446156449;0.6046254097057687;0.1818617591144926;4.1677551128750245
1;1;1;1;0.16635268382118712;0.15201761331864663;0.4981494732142922;0.16635268382118706;4.003191088180056
1;1;1;1;0.15469571619785027;0.5411486627111807;0.6412992769726528;0.1546957161978503;4.504577677435921
1;1;1;1;0.17263510479075767;0.09193362658258296;0.6231834800723217;0.17263510479075764;4.893255167186911
1;1;1;1;0.1715667133852632;0.4482557956514169;0.6278777529362993;0.17156671338526314;4.957585204948924
1;1;1;1;0.1780733110128943;0.30957023642134807;0.6686011642637109;0.1780733110128943;4.677050553563261
1;1;1;1;0.19403493975434172;0.14142063096376112;0.6293909420261408;0.19403493975434175;4.950485593611734
1;1;1;1;0.2053383001776381;0.0850001159088812;0.6194852464605208;0.20533830017763807;5.767900818342896
1;1;1;1;0.188751552900573;0.14942123299561846;0.661392632471537;0.18875155290057305;4.936550145538739
1;1;1;1;0.1423949376739933;0.10976394450215826;0.5177049219878236;0.14239493767399328;3.8011313039151697
1;1;1;1;0.20447272336244612;0.12776470135012627;0.653597770870348;0.20447272336244607;5.652327935270122
1;1;1;1;0.21003887150163816;0.2352909717597549;0.6305309407535767;0.2100388715016381;4.906320384169453
1;1;1;1;0.21858899228300988;0.5991172103412439;0.6734742491265723;0.2185889922830099;5.055641240896746
1;1;1;1;0.22914532638134047;0.35485740162892365;0.7112650041085926;0.22914532638134053;5.160797908853269
1;1;1;1;0.220356865892535;0.7193970120691853;0.6948083374490034;0.22035686589253495;4.52597542080098
1;1;1;1;0.16276706561647514;0.9512548868445501;0.6364584113102936;0.16276706561647517;4.730435338165835
1;1;1;1;0.20064242682825967;0.05016408993264955;0.710351807219336;0.20064242682825967;4.927523214111712
1;1;1;1;0.19176683070883374;0.05926386109549482;0.6744022452317843;0.19176683070883374;4.7559884158497825
1;1;1;1;0.20683812880127256;0.5962295573683937;0.7353094681735532;0.20683812880127256;4.900646371258893
1;1;1;1;0.19592751023451738;0.5147531903753548;0.6030261723920645;0.19592751023451732;5.367181032278196
1;1;1;1;0.19793528787345765;0.24792683436731464;0.5815761490237786;0.19793528787345768;4.994121529946855
1;1;1;1;0.18397850828673334;0.09988242299156022;0.6608352056586619;0.18397850828673334;4.82152384076976
1;1;1;1;0.1683469082077118;0.12419727556120982;0.5885582726646905;0.1683469082077118;4.254024299632038
1;1;1;1;0.199724495659307;0.5348404451290542;0.644832175982887;0.199724495659307;4.601534857696778
1;1;1;1;0.21792258247760213;0.09326656751898726;0.7008627256571136;0.2179225824776021;4.963520157956377
1;1;1;1;0.19491808163610033;0.11195808033354727;0.6662118461542822;0.19491808163610036;4.983267850226948
1;1;1;1;0.2811598661106416;0.09436734011600222;0.6137063624289649;0.28115986611064153;4.836184202004768
1;1;1;1;0.15776296947117927;0.06696482597644207;0.6858217254296568;0.15776296947117927;4.5920301700504
1;1;1;1;0.18024477194760613;0.1301618587461504;0.555076851315738;0.18024477194760613;5.986279927557995
1;1;1;1;0.1993299441363714;0.7013769542011118;0.6380299328588107;0.1993299441363714;6.869483166347916
1;1;1;1;0.18151917502383041;0.709691175224949;0.6426359921464653;0.18151917502383041;4.5609479542785225
1;1;1;1;0.21187452526547407;0.062009253380821305;0.6601277207353913;0.21187452526547404;4.573702458627674
1;1;1;1;0.1831148051529694;0.10128310839467564;0.5248634949291737;0.1831148051529694;4.517858022234547
1;1;1;1;0.19383116399197725;0.07634822068888733;0.5170696461841657;0.19383116399197728;4.196907603663095
1;1;1;1;0.20034303376561113;0.6657892805259541;0.707743642404516;0.20034303376561113;5.102001840276589
1;1;1;1;0.14296360501857205;0.902748182141449;0.6455663193871767;0.14296360501857205;5.341274458773422
1;1;1;1;0.18245343495251604;0.11922588210832075;0.6255978696947264;0.18245343495251606;5.0988606322988606
1;1;1;1;0.1945147012627101;0.27912753364685083;0.6931149023321346;0.19451470126271006;4.689599383983898
1;1;1;1;0.17444447177912215;0.07633690916076284;0.5961337451258883;0.17444447177912217;4.162570408990013
1;1;1;1;0.16708383727639753;0.6244836814178594;0.6220229725079297;0.16708383727639758;5.015237984062996
1;1;1;1;0.16729592083896958;0.6957786353751069;0.6323261550945466;0.16729592083896958;4.39033019887181
1;1;1;1;0.22344178212379498;0.08867488864260202;0.6991820681841808;0.22344178212379495;4.803842045923378
1;1;1;1;0.2543235809952955;0.09006552419983894;0.7176433048036288;0.25432358099529556;6.22719601309003
1;1;1;1;0.19461370352268234;0.0952908497003101;0.5213721433550477;0.19461370352268237;4.656899214451049
1;1;1;1;0.19053780949204627;0.08109524777851712;0.6739751672244512;0.19053780949204627;4.565117108236944
1;1;1;1;0.19041454110573094;0.0707891603766777;0.6820314076798212;0.19041454110573094;5.117920591175029
1;1;1;1;0.20291843036396823;0.5583267490410299;0.7266662699572921;0.20291843036396823;5.779705760686996
1;1;1;1;0.19189465933370065;0.9924715956711686;0.6762314395145164;0.19189465933370065;5.188125913246028
1;1;1;1;0.2063038104219995;0.152465180102458;0.6642910899499711;0.20630381042199944;4.550140220899046
1;1;1;1;0.21437242809187795;0.05118056062866947;0.7024840887586646;0.2143724280918779;4.426235553733932
1;1;1;1;0.20018922438474657;0.6296067659815752;0.6498255771095915;0.20018922438474654;5.304432882870174
1;1;1;1;0.20395956292968154;0.09886795323450318;0.7278394150485363;0.2039595629296815;5.192967117662041
1;1;1;1;0.21058585405656308;0.47877340229043164;0.6713469121182181;0.21058585405656313;5.361488974284447
1;1;1;1;0.22299017999744905;0.5548770722026067;0.6892645813193804;0.22299017999744902;5.436622829467933
1;1;1;1;0.1589116035405031;0.15106227194182476;0.5721955297701666;0.1589116035405031;4.787204546921717
1;1;1;1;0.1835034880137315;0.16053826656429357;0.6008175043171303;0.1835034880137315;4.813194135012696
1;1;1;1;0.18693887536320294;0.1062380539915373;0.647013638582304;0.18693887536320297;5.415840971332327
1;1;1;1;0.19209865469704002;0.08682692461045502;0.6478929353010778;0.19209865469704002;4.955264412840029
1;1;1;1;0.1905974650663278;0.08296454531080746;0.7349846206635795;0.19059746506632774;5.852961259890973
1;1;1;1;0.18411248878662836;0.6609556699761541;0.710126057674232;0.18411248878662836;5.071733551965837
1;1;1;1;0.20278815850440202;0.06858809243478675;0.7202425300438937;0.202788158504402;4.507283253324046
1;1;1;1;0.19465913912229893;0.0790349651432462;0.6597065417765176;0.19465913912229893;4.496957860529212
1;1;1;1;0.19370920085155052;0.8101164262446335;0.6870407225863863;0.1937092008515505;5.538332530915393
1;1;1;1;0.16744204199660515;0.11680659224710867;0.6398982998103667;0.16744204199660517;4.441231296158836
